ID,sensor,measurement
id0098,s2,1408.56223723535
id0098,s1,1075.4121528788
id0098,s2,1498.49922735358
id0099,s1,592.744301586969
id0099,s2,929.73066454261
id0099,s1,484.705144138064
id0099,s2,959.062294249238
id0100,s1,798.409744573216
id0100,s2,1155.67231492274
id0100,s1,790.248522878993
id0100,s2,848.135315863243
id0101,s1,786.305569430998
id0101,s2,1614.5246734271
id0101,s1,704.29704388545
id0101,s2,1407.65657987493
id0102,s1,1034.24476596775
id0102,s2,1293.59162968696
id0102,s1,1032.46299997473
id0102,s2,1325.61307590466
id0103,s1,916.134058490619
id0103,s2,1625.08020749256
id0103,s1,735.408031085009
id0103,s2,1483.37440206802
id0104,s1,729.594531970635
id0104,s2,1636.52743586452
id0104,s1,706.789167674957
id0104,s2,1447.47695026408
id0105,s1,99.2120858573841
id0105,s2,1258.34718407437
id0105,s1,117.380498597172
id0105,s2,1304.31067172518
id0105,s2,1361.1873377841
id0106,s1,724.15435233466
id0106,s2,1141.95308002037
id0106,s1,780.954982760717
id0106,s2,935.255178851123
id0107,s1,484.824794404961
id0107,s2,931.515649605273
id0107,s1,418.49706772674
id0107,s2,983.123166888544
id0108,s1,979.521092260226
id0108,s2,1494.03143381781
id0108,s1,981.704443894287
id0108,s2,1425.67545641152
id0109,s1,229.212494975568
id0109,s2,1317.25861702931
id0109,s1,222.165665769717
id0109,s2,1203.37318036406
id0110,s1,508.343118582583
id0110,s2,1546.77965124557
id0110,s1,579.323124908601
id0110,s2,1363.76334495877
id0111,s1,1237.80443120817
id0111,s2,1598.64297979238
id0111,s1,1307.25978577176
id0111,s2,1566.38267582737
id0112,s1,1595.77775202726
id0112,s2,2408.73060563392
id0112,s1,1742.40402277351
id0112,s2,1941.69046039576
id0113,s1,1359.81164851332
id0113,s2,1687.19944876757
id0113,s1,1455.58871077288
id0113,s2,1471.00955261045
id0114,s1,1260.84159421446
id0114,s2,1716.95603352367
id0114,s1,1393.51063895502
id0114,s2,1586.20502716848
id0115,s1,920.135380643062
id0115,s2,1174.73624784312
id0115,s1,1070.89723707361
id0115,s2,1400.97469310183
id0116,s1,865.160617027701
id0116,s2,1185.57994065939
id0116,s1,961.784953797003
id0116,s2,1131.33402203745
id0117,s1,716.92487031878
id0117,s2,1493.87945746617
id0117,s1,1139.38258819218
id0117,s2,1547.72164631631
id0118,s1,1096.36656002738
id0118,s2,1333.0966799555
id0118,s1,967.400541918947
id0118,s2,1206.60961411624
id0119,s1,1073.61128888526
id0119,s2,1430.58051998846
id0119,s1,943.164498482954
id0119,s2,980.466436823095
id0120,s1,1024.50335190816
id0120,s2,1025.35338409062
id0120,s1,896.493755167189
id0120,s2,917.845655178437
id0121,s1,2261.77846548472
id0121,s2,1462.50682797001
id0121,s1,2372.84018381455
id0121,s2,1258.29803706418
id0122,s1,4045.99078215084
id0122,s2,1699.55243305262
id0122,s1,4188.40485892107
id0122,s2,1600.23281429501
id0123,s1,910.001026730643
id0123,s2,1595.06289536736
id0123,s1,1024.18705206782
id0123,s2,1490.32895827787
id0124,s1,1499.04599169644
id0124,s2,1171.5363093931
id0124,s1,1675.02966326417
id0124,s2,1129.97334604292
id0125,s1,1602.05642925047
id0125,s2,1242.59830135782
id0125,s1,1782.32899488382
id0125,s2,1074.19469012102
id0126,s1,1056.60486408134
id0126,s2,1858.79386957211
id0126,s1,1227.8425941442
id0126,s2,1541.22398251772
id0127,s1,899.275289955623
id0127,s2,1511.10603130712
id0127,s1,869.771130273536
id0127,s2,1064.44666690018
id0128,s1,1179.04215253745
id0128,s2,1537.08922072712
id0128,s1,1266.13883374203
id0128,s2,1423.6811532821
id0129,s1,414.904630258027
id0129,s2,1401.40410008785
id0129,s1,563.824671749723
id0129,s2,1369.1321730723
id0130,s1,1085.22207753053
id0130,s2,1329.84534064729
id0130,s1,1168.82845184485
id0130,s2,883.784930894077
id0131,s1,2582.36290984315
id0131,s2,2568.74300960048
id0131,s1,2652.39650104312
id0131,s2,1768.73762196573
id0132,s1,2006.15308271464
id0132,s2,1928.78921569915
id0132,s1,2116.32856952866
id0132,s2,1308.25300199325
id0133,s1,1136.46201069559
id0133,s2,1259.57224795037
id0133,s1,1236.44309632558
id0133,s2,812.676544654704
id0134,s1,2284.99980338284
id0134,s2,1259.2049731271
id0134,s1,2036.13409085122
id0134,s2,878.85067731032
id0135,s1,2046.6072056575
id0135,s2,1634.95294310067
id0135,s1,1930.42379030571
id0135,s2,1238.99592869071
id0136,s1,1886.50110492487
id0136,s2,2448.47293746132
id0136,s1,1696.27480917975
id0136,s2,2211.61035862226
id0137,s1,3634.88770064927
id0137,s2,1542.39303883501
id0137,s1,2846.09540916833
id0137,s2,1665.83392092373
id0138,s1,2910.80862821073
id0138,s2,1559.71681305657
id0138,s1,2435.69192918079
id0138,s2,1343.85477260592
id0139,s1,2894.48540681191
id0139,s2,675.19318128333
id0139,s1,2781.0787151099
id0139,s2,540.978481175883
id0140,s1,1004.48407602532
id0140,s2,1500.50185527316
id0140,s1,991.066055296738
id0140,s2,1400.8922963824
id0141,s1,463.475537973815
id0141,s2,2076.85706269578
id0141,s1,446.312574436361
id0141,s2,1986.74321277164
id0142,s1,1024.57803043996
id0142,s2,1224.86665482736
id0142,s1,1014.41426844167
id0142,s2,1120.14273511409
id0143,s1,1851.4161452684
id0143,s2,2201.45575280702
id0143,s1,1777.48719909593
id0143,s2,2117.98720504783
id0144,s1,884.660324831537
id0144,s2,1432.01388958504
id0144,s1,846.275662645382
id0144,s2,1350.44185796579
id0145,s1,1043.59838044577
id0145,s2,20.9939986262407
id0145,s1,1261.59442706367
id0145,s2,-5.54040657727107
id0146,s1,2150.02265134562
id0146,s2,2102.6992312549
id0146,s1,2223.97091279526
id0146,s2,2084.17498621324
id0147,s1,1229.29542512172
id0147,s2,2094.97084743643
id0147,s1,1204.39522677767
id0147,s2,1842.08792114503
id0148,s1,1797.69937411782
id0148,s2,34.3309599410945
id0148,s1,1683.11659242716
id0148,s2,-19.8874081048642
id0149,s1,1343.37963994021
id0149,s2,1577.91526796305
id0149,s1,1310.76933586876
id0149,s2,1587.4797476953
id0150,s1,944.713229057765
id0150,s2,2124.83151969756
id0150,s1,1051.42227213076
id0150,s2,1998.7939258854
id0151,s1,1261.49757858659
id0151,s2,2274.35155432349
id0151,s1,1249.63363496486
id0151,s2,2115.31283468663
id0152,s1,1103.74949909234
id0152,s2,1430.98264850914
id0152,s1,1161.61620733408
id0152,s2,1377.42539972396
id0153,s1,1007.96327244651
id0153,s2,1483.3844396079
id0153,s1,1175.76251394252
id0153,s2,1430.63271912076
id0154,s1,710.78896408611
id0154,s2,1972.15934325189
id0154,s1,710.662976172296
id0154,s2,1890.5931222397
id0155,s1,3958.74250580976
id0155,s2,1804.3404149214
id0155,s1,3743.93001212641
id0155,s2,1815.67405637746
id0156,s1,1058.28949738698
id0156,s2,1055.73480744552
id0156,s1,993.045852136954
id0156,s2,1210.733400204
